noble_filename_abbrev,article_title,journal_name,doi,table_page_num,catalyst_formula_raw,catalyst_formula,a1,a2,a3,a1_perc,a2_perc,a3_perc,b1,b2,b3,b1_perc,b2_perc,b3_perc,synthesis_method,reaction_oxidation_temperature,reaction_oxidation_temperature_units,reaction_reduction_temperature,reaction_reduction_temperature_units,cycle_number,extra_operating_condtions,yield_1,yield_1_amt,yield_1_units,yield_2,yield_2_amt,yield_2_units
patents-us1080,REDOX - ACTIVE OXIDE MATERIALS FOR THERMAL ENERGY STORAGE,USPTO,"US 10,800,665 B1",page20,CaMnO3 (CM),CaMnO3,Ca,,,1,,,Mn,,,1,,,,,,875, C,,,,,,,,
patents-us1080,REDOX - ACTIVE OXIDE MATERIALS FOR THERMAL ENERGY STORAGE,USPTO,"US 10,800,665 B1",page21,CTM28,CaTi0.2Mn0.8O3,Ca,,,1,,,Ti,Mn,,0.2,0.8,,,,,901, C,,,,,,,,
patents-us1080,REDOX - ACTIVE OXIDE MATERIALS FOR THERMAL ENERGY STORAGE,USPTO,"US 10,800,665 B1",page20,CaTi0.2Mn0.8O3 (CTM28),CaTi0.2Mn0.8O3,Ca,,,1,,,Ti,Mn,,0.2,0.8,,,,,901, C,,,,,,,,
patents-us1080,REDOX - ACTIVE OXIDE MATERIALS FOR THERMAL ENERGY STORAGE,USPTO,"US 10,800,665 B1",page20,CaTi0.4Mn0.6O3 (CTM46),CaTi0.4Mn0.6O3,Ca,,,1,,,Ti,Mn,,0.4,0.6,,,,,992, C,,,,,,,,
patents-us1080,REDOX - ACTIVE OXIDE MATERIALS FOR THERMAL ENERGY STORAGE,USPTO,"US 10,800,665 B1",page20,LSCF1973,La0.1Sr0.9Co0.7Fe0.3O3,La,Sr,,0.1,0.9,,Co,Fe,,0.7,0.3,,,372, C,,,,,,,,,,
patents-us1080,REDOX - ACTIVE OXIDE MATERIALS FOR THERMAL ENERGY STORAGE,USPTO,"US 10,800,665 B1",page20,LSCM1973,La0.1Sr0.9Co0.7Mn0.3O3,La,Sr,,0.1,0.9,,Co,Mn,,0.7,0.3,,,431, C,,,,,,,,,,
patents-us1080,REDOX - ACTIVE OXIDE MATERIALS FOR THERMAL ENERGY STORAGE,USPTO,"US 10,800,665 B1",page20,LSCF1982,La0.1Sr0.9Co0.8Fe0.2O3,La,Sr,,0.1,0.9,,Co,Fe,,0.8,0.2,,,394, C,,,,,,,,,,
patents-us1080,REDOX - ACTIVE OXIDE MATERIALS FOR THERMAL ENERGY STORAGE,USPTO,"US 10,800,665 B1",page20,LSCM1982,La0.1Sr0.9Co0.8Mn0.2O3,La,Sr,,0.1,0.9,,Co,Mn,,0.8,0.2,,,438, C,,,,,,,,,,
patents-us1080,REDOX - ACTIVE OXIDE MATERIALS FOR THERMAL ENERGY STORAGE,USPTO,"US 10,800,665 B1",page20,LSCF1991,La0.1Sr0.9Co0.9Fe0.1O3,La,Sr,,0.1,0.9,,Co,Fe,,0.9,0.1,,,406, C,,,,,,,,,,
patents-us1080,REDOX - ACTIVE OXIDE MATERIALS FOR THERMAL ENERGY STORAGE,USPTO,"US 10,800,665 B1",page21,LSCM1991,La0.1Sr0.9Co0.9Mn0.1O3,La,Sr,,0.1,0.9,,Co,Mn,,0.9,0.1,,,,,432, C,,,,,,,,
patents-us1080,REDOX - ACTIVE OXIDE MATERIALS FOR THERMAL ENERGY STORAGE,USPTO,"US 10,800,665 B1",page20,LSCM1991,La0.1Sr0.9Co0.9Mn0.1O3,La,Sr,,0.1,0.9,,Co,Mn,,0.9,0.1,,,432, C,,,,,,,,,,
patents-us1080,REDOX - ACTIVE OXIDE MATERIALS FOR THERMAL ENERGY STORAGE,USPTO,"US 10,800,665 B1",page21,LSKCM27191,La0.2Sr0.7K0.1Co0.9Mn0.1O3,La,Sr,K,0.2,0.7,0.1,Co,Mn,,0.9,0.1,,,,,365, C,,,,,,,,
patents-us1080,REDOX - ACTIVE OXIDE MATERIALS FOR THERMAL ENERGY STORAGE,USPTO,"US 10,800,665 B1",page19,LSKCM CaA'MnB',La0.2Sr0.7K0.1Co0.9Mn0.1O3,,,,,,,,,,,,,,365, C,,,,,,,,,,
patents-us1080,REDOX - ACTIVE OXIDE MATERIALS FOR THERMAL ENERGY STORAGE,USPTO,"US 10,800,665 B1",page20,LSCF2828,La0.2Sr0.8Co0.2Fe0.8O3,La,Sr,,0.2,0.8,,Co,Fe,,0.2,0.8,,,340, C,,,,,,,,,,
patents-us1080,REDOX - ACTIVE OXIDE MATERIALS FOR THERMAL ENERGY STORAGE,USPTO,"US 10,800,665 B1",page20,LSCF2873,La0.2Sr0.8Co0.7Fe0.3O3,La,Sr,,0.2,0.8,,Co,Fe,,0.7,0.3,,,366, C,,,,,,,,,,
patents-us1080,REDOX - ACTIVE OXIDE MATERIALS FOR THERMAL ENERGY STORAGE,USPTO,"US 10,800,665 B1",page20,LSCM2873,La0.2Sr0.8Co0.7Mn0.3O3,La,Sr,,0.2,0.8,,Co,Mn,,0.7,0.3,,,395, C,,,,,,,,,,
patents-us1080,REDOX - ACTIVE OXIDE MATERIALS FOR THERMAL ENERGY STORAGE,USPTO,"US 10,800,665 B1",page21,LSCF2882,La0.2Sr0.8Co0.8Fe0.2O3,La,Sr,,0.2,0.8,,Co,Fe,,0.8,0.2,,,,,357, C,,,,,,,,
patents-us1080,REDOX - ACTIVE OXIDE MATERIALS FOR THERMAL ENERGY STORAGE,USPTO,"US 10,800,665 B1",page20,LSCF2882,La0.2Sr0.8Co0.8Fe0.2O3,La,Sr,,0.2,0.8,,Co,Fe,,0.8,0.2,,,357, C,,,,,,,,,,
patents-us1080,REDOX - ACTIVE OXIDE MATERIALS FOR THERMAL ENERGY STORAGE,USPTO,"US 10,800,665 B1",page20,LSCM2882,La0.2Sr0.8Co0.8Mn0.2O3,La,Sr,,0.2,0.8,,Co,Mn,,0.8,0.2,,,256, C,,,,,,,,,,
patents-us1080,REDOX - ACTIVE OXIDE MATERIALS FOR THERMAL ENERGY STORAGE,USPTO,"US 10,800,665 B1",page20,LSCF2891,La0.2Sr0.8Co0.9Fe0.1O3,La,Sr,,0.2,0.8,,Co,Fe,,0.9,0.1,,,369, C,,,,,,,,,,
patents-us1080,REDOX - ACTIVE OXIDE MATERIALS FOR THERMAL ENERGY STORAGE,USPTO,"US 10,800,665 B1",page20,LSCM2891,La0.2Sr0.8Co0.9Mn0.1O3,La,Sr,,0.2,0.8,,Co,Mn,,0.9,0.1,,,425, C,,,,,,,,,,
patents-us1080,REDOX - ACTIVE OXIDE MATERIALS FOR THERMAL ENERGY STORAGE,USPTO,"US 10,800,665 B1",page21,LSCF3773,La0.3Sr0.7Co0.7Fe0.3O3,La,Sr,,0.3,0.7,,Co,Fe,,0.7,0.3,,,,,348, C,,,,,,,,
patents-us1080,REDOX - ACTIVE OXIDE MATERIALS FOR THERMAL ENERGY STORAGE,USPTO,"US 10,800,665 B1",page20,LSCF3773,La0.3Sr0.7Co0.7Fe0.3O3,La,Sr,,0.3,0.7,,Co,Fe,,0.7,0.3,,,348, C,,,,,,,,,,
patents-us1080,REDOX - ACTIVE OXIDE MATERIALS FOR THERMAL ENERGY STORAGE,USPTO,"US 10,800,665 B1",page20,LSCM3773,La0.3Sr0.7Co0.7Mn0.3O3,La,Sr,,0.3,0.7,,Co,Mn,,0.7,0.3,,,358, C,,,,,,,,,,
patents-us1080,REDOX - ACTIVE OXIDE MATERIALS FOR THERMAL ENERGY STORAGE,USPTO,"US 10,800,665 B1",page21,LSCM3782,La0.3Sr0.7Co0.8Mn0.2O3,La,Sr,,0.3,0.7,,Co,Mn,,0.8,0.2,,,,,359, C,,,,,,,,
patents-us1080,REDOX - ACTIVE OXIDE MATERIALS FOR THERMAL ENERGY STORAGE,USPTO,"US 10,800,665 B1",page20,LSCM3782,La0.3Sr0.7Co0.8Mn0.2O3,La,Sr,,0.3,0.7,,Co,Mn,,0.8,0.2,,,359, C,,,,,,,,,,
patents-us1080,REDOX - ACTIVE OXIDE MATERIALS FOR THERMAL ENERGY STORAGE,USPTO,"US 10,800,665 B1",page21,LSCF3791,La0.3Sr0.7Co0.9Fe0.1O3,La,Sr,,0.3,0.7,,Co,Fe,,0.9,0.1,,,,,352, C,,,,,,,,
patents-us1080,REDOX - ACTIVE OXIDE MATERIALS FOR THERMAL ENERGY STORAGE,USPTO,"US 10,800,665 B1",page20,LSCF3791,La0.3Sr0.7Co0.9Fe0.1O3,La,Sr,,0.3,0.7,,Co,Fe,,0.9,0.1,,,352, C,,,,,,,,,,
patents-us1080,REDOX - ACTIVE OXIDE MATERIALS FOR THERMAL ENERGY STORAGE,USPTO,"US 10,800,665 B1",page21,LSCM3791,La0.3Sr0.7Co0.9Mn0.1O3,La,Sr,,0.3,0.7,,Co,Mn,,0.9,0.1,,,,,343, C,,,,,,,,
patents-us1080,REDOX - ACTIVE OXIDE MATERIALS FOR THERMAL ENERGY STORAGE,USPTO,"US 10,800,665 B1",page20,LSCM3791,La0.3Sr0.7Co0.9Mn0.1O3,La,Sr,,0.3,0.7,,Co,Mn,,0.9,0.1,,,343, C,,,,,,,,,,
patents-us1080,REDOX - ACTIVE OXIDE MATERIALS FOR THERMAL ENERGY STORAGE,USPTO,"US 10,800,665 B1",page20,LSCF4646,La0.4Sr0.6Co0.4Fe0.6O3,La,Sr,,0.4,0.6,,Co,Fe,,0.4,0.6,,,349, C,,,,,,,,,,
patents-us1080,REDOX - ACTIVE OXIDE MATERIALS FOR THERMAL ENERGY STORAGE,USPTO,"US 10,800,665 B1",page20,LSCF4664,La0.4Sr0.6Co0.6Fe0.4O3,La,Sr,,0.4,0.6,,Co,Fe,,0.6,0.4,,,342, C,,,,,,,,,,
patents-us1080,REDOX - ACTIVE OXIDE MATERIALS FOR THERMAL ENERGY STORAGE,USPTO,"US 10,800,665 B1",page20,LSCM4664,La0.4Sr0.6Co0.6Mn0.4O3,La,Sr,,0.4,0.6,,Co,Mn,,0.6,0.4,,,334, C,,,,,,,,,,
patents-us1080,REDOX - ACTIVE OXIDE MATERIALS FOR THERMAL ENERGY STORAGE,USPTO,"US 10,800,665 B1",page20,LSCF4673,La0.4Sr0.6Co0.7Fe0.3O3,La,Sr,,0.4,0.6,,Co,Fe,,0.7,0.3,,,336, C,,,,,,,,,,
patents-us1080,REDOX - ACTIVE OXIDE MATERIALS FOR THERMAL ENERGY STORAGE,USPTO,"US 10,800,665 B1",page20,LSCF4682,La0.4Sr0.6Co0.8Fe0.2O3,La,Sr,,0.4,0.6,,Co,Fe,,0.8,0.2,,,332, C,,,,,,,,,,
patents-us1080,REDOX - ACTIVE OXIDE MATERIALS FOR THERMAL ENERGY STORAGE,USPTO,"US 10,800,665 B1",page20,LSCF4691,La0.4Sr0.6Co0.9Fe0.1O3,La,Sr,,0.4,0.6,,Co,Fe,,0.9,0.1,,,342, C,,,,,,,,,,
patents-us1080,REDOX - ACTIVE OXIDE MATERIALS FOR THERMAL ENERGY STORAGE,USPTO,"US 10,800,665 B1",page20,LSCF5555,La0.5Sr0.5Co0.5Fe0.5O3,La,Sr,,0.5,0.5,,Co,Fe,,0.5,0.5,,,500, C,,,,,,,,,,
patents-us1080,REDOX - ACTIVE OXIDE MATERIALS FOR THERMAL ENERGY STORAGE,USPTO,"US 10,800,665 B1",page20,LSCF6446,La0.6Sr0.4Co0.4Fe0.6O3,La,Sr,,0.6,0.4,,Co,Fe,,0.4,0.6,,,609, C,,,,,,,,,,
patents-us1080,REDOX - ACTIVE OXIDE MATERIALS FOR THERMAL ENERGY STORAGE,USPTO,"US 10,800,665 B1",page20,LSCF7337,La0.7Sr0.3Co0.3Fe0.7O3,La,Sr,,0.7,0.3,,Co,Fe,,0.3,0.7,,,736, C,,,,,,,,,,
patents-us1080,REDOX - ACTIVE OXIDE MATERIALS FOR THERMAL ENERGY STORAGE,USPTO,"US 10,800,665 B1",page20,LSCM7337,La0.7Sr0.3Co0.3Mn0.7O3,La,Sr,,0.7,0.3,,Co,Mn,,0.3,0.7,,,772, C,,,,,,,,,,
patents-us1080,REDOX - ACTIVE OXIDE MATERIALS FOR THERMAL ENERGY STORAGE,USPTO,"US 10,800,665 B1",page20,LSCF8228,La0.8Sr0.2Co0.2Fe0.8O3,La,Sr,,0.8,0.2,,Co,Fe,,0.2,0.8,,,926, C,,,,,,,,,,
patents-us1080,REDOX - ACTIVE OXIDE MATERIALS FOR THERMAL ENERGY STORAGE,USPTO,"US 10,800,665 B1",page20,LSCM8228,La0.8Sr0.2Co0.2Mn0.8O3,La,Sr,,0.8,0.2,,Co,Mn,,0.2,0.8,,,932, C,,,,,,,,,,
patents-us1080,REDOX - ACTIVE OXIDE MATERIALS FOR THERMAL ENERGY STORAGE,USPTO,"US 10,800,665 B1",page20,LSCF8237,La0.8Sr0.2Co0.3Fe0.7O3,La,Sr,,0.8,0.2,,Co,Fe,,0.3,0.7,,,886, C,,,,,,,,,,
patents-us1080,REDOX - ACTIVE OXIDE MATERIALS FOR THERMAL ENERGY STORAGE,USPTO,"US 10,800,665 B1",page20,LSCM8237,La0.8Sr0.2Co0.3Mn0.7O3,La,Sr,,0.8,0.2,,Co,Mn,,0.3,0.7,,,972, C,,,,,,,,,,
patents-us1080,REDOX - ACTIVE OXIDE MATERIALS FOR THERMAL ENERGY STORAGE,USPTO,"US 10,800,665 B1",page20,LSCM9119,La0.9Sr0.1Co0.1Mn0.9O3,La,Sr,,0.9,0.1,,Co,Mn,,0.1,0.9,,,825, C,,,,,,,,,,
patents-us1080,REDOX - ACTIVE OXIDE MATERIALS FOR THERMAL ENERGY STORAGE,USPTO,"US 10,800,665 B1",page20,LSCF9128,La0.9Sr0.1Co0.2Fe0.8O3,La,Sr,,0.9,0.1,,Co,Fe,,0.2,0.8,,,1005, C,,,,,,,,,,
patents-us1080,REDOX - ACTIVE OXIDE MATERIALS FOR THERMAL ENERGY STORAGE,USPTO,"US 10,800,665 B1",page20,LSCM9128,La0.9Sr0.1Co0.2Mn0.8O3,La,Sr,,0.9,0.1,,Co,Mn,,0.2,0.8,,,834, C,,,,,,,,,,
patents-us1080,REDOX - ACTIVE OXIDE MATERIALS FOR THERMAL ENERGY STORAGE,USPTO,"US 10,800,665 B1",page20,LSCF9137,La0.9Sr0.1Co0.3Fe0.7O3,La,Sr,,0.9,0.1,,Co,Fe,,0.3,0.7,,,970, C,,,,,,,,,,
patents-us1080,REDOX - ACTIVE OXIDE MATERIALS FOR THERMAL ENERGY STORAGE,USPTO,"US 10,800,665 B1",page20,LSCM9137,La0.9Sr0.1Co0.3Mn0.7O3,La,Sr,,0.9,0.1,,Co,Mn,,0.3,0.7,,,901, C,,,,,,,,,,
paidarticles-wiley-chempls-2018-wang-enhanced-thermochem-water-splitting- formation-of-OX-vacancy-in-la0-6sr0-,"Enhanced Thermochemical Water Splitting through Formation of Oxygen Vacancy in La0.6Sr0.4BO3‚àíŒ¥ (B=Cr, Mn, Fe, Co, and Ni) Perovskites",ChemPlusChem,https://doi.org/10.1002/cplu.201800178,page5,La0.5Ca0.5MnO3,La0.5Ca0.5MnO3,La,Ca,,0.5,0.5,,Mn,,,1,,,,1400, C,,,,,O2,272,µmol/g,H2,407,µmol/g
paidarticles-wiley-chempls-2018-wang-enhanced-thermochem-water-splitting- formation-of-OX-vacancy-in-la0-6sr0-,"Enhanced Thermochemical Water Splitting through Formation of Oxygen Vacancy in La0.6Sr0.4BO3‚àíŒ¥ (B=Cr, Mn, Fe, Co, and Ni) Perovskites",ChemPlusChem,https://doi.org/10.1002/cplu.201800178,page5,La0.5Sr0.5Mn0.95Sc0.05O3,La0.5Sr0.5Mn0.95Sc0.05O3,La,Sr,,0.5,0.5,,Mn,Sc,,0.95,0.05,,,1400, C,,,,,O2,390,µmol/g,H2,250,µmol/g
paidarticles-wiley-chempls-2018-wang-enhanced-thermochem-water-splitting- formation-of-OX-vacancy-in-la0-6sr0-,"Enhanced Thermochemical Water Splitting through Formation of Oxygen Vacancy in La0.6Sr0.4BO3‚àíŒ¥ (B=Cr, Mn, Fe, Co, and Ni) Perovskites",ChemPlusChem,https://doi.org/10.1002/cplu.201800178,page5,La0.6Sr0.4CoO3,La0.6Sr0.4CoO3,La,Sr,,0.6,0.4,,Mn,,,1,,,,1300, C,,,,,O2,718,µmol/g,H2,514,µmol/g
paidarticles-wiley-chempls-2018-wang-enhanced-thermochem-water-splitting- formation-of-OX-vacancy-in-la0-6sr0-,"Enhanced Thermochemical Water Splitting through Formation of Oxygen Vacancy in La0.6Sr0.4BO3‚àíŒ¥ (B=Cr, Mn, Fe, Co, and Ni) Perovskites",ChemPlusChem,https://doi.org/10.1002/cplu.201800178,page5,La0.6Sr0.4Cr0.8Co0.2O3,La0.6Sr0.4Cr0.8Co0.2O3,La,Sr,,0.6,0.4,,Cr,Co,,0.8,0.2,,,1200, C,,,,,O2,154,µmol/g,H2,50,µmol/g
paidarticles-wiley-chempls-2018-wang-enhanced-thermochem-water-splitting- formation-of-OX-vacancy-in-la0-6sr0-,"Enhanced Thermochemical Water Splitting through Formation of Oxygen Vacancy in La0.6Sr0.4BO3‚àíŒ¥ (B=Cr, Mn, Fe, Co, and Ni) Perovskites",ChemPlusChem,https://doi.org/10.1002/cplu.201800178,page5,La0.6Sr0.4Mn0.4Al0.6O3,La0.6Sr0.4Mn0.4Al0.6O3,La,Sr,,0.6,0.4,,Mn,Al,,0.4,0.6,,,1350, C,,,,,O2,120,µmol/g,H2,220,µmol/g
paidarticles-wiley-chempls-2018-wang-enhanced-thermochem-water-splitting- formation-of-OX-vacancy-in-la0-6sr0-,"Enhanced Thermochemical Water Splitting through Formation of Oxygen Vacancy in La0.6Sr0.4BO3‚àíŒ¥ (B=Cr, Mn, Fe, Co, and Ni) Perovskites",ChemPlusChem,https://doi.org/10.1002/cplu.201800178,page5,La0.6Sr0.4MnO3,La0.6Sr0.4MnO3,La,Sr,,0.6,0.4,,Mn,,,1,,,,1400, C,,,,,O2,219,µmol/g,H2,397,µmol/g
paidarticles-wiley-chempls-2018-wang-enhanced-thermochem-water-splitting- formation-of-OX-vacancy-in-la0-6sr0-,"Enhanced Thermochemical Water Splitting through Formation of Oxygen Vacancy in La0.6Sr0.4BO3‚àíŒ¥ (B=Cr, Mn, Fe, Co, and Ni) Perovskites",ChemPlusChem,https://doi.org/10.1002/cplu.201800178,page5,Y0.5Ca0.5Mn03,Y0.5Ca0.5MnO3,Y,Ca,,0.5,0.5,,Mn,,,1,,,,1400, C,,,,,O2,593,µmol/g,H2,310,µmol/g
paidarticles-wiley-chempls-2018-wang-enhanced-thermochem-water-splitting- formation-of-OX-vacancy-in-la0-6sr0-,"Enhanced Thermochemical Water Splitting through Formation of Oxygen Vacancy in La0.6Sr0.4BO3‚àíŒ¥ (B=Cr, Mn, Fe, Co, and Ni) Perovskites",ChemPlusChem,https://doi.org/10.1002/cplu.201800178,page5,Y0.5Sr0.5MnO3,Y0.5Sr0.5MnO3,Y,Sr,,0.5,0.5,,Mn,,,1,,,,1400, C,,,,,O2,481,µmol/g,H2,320,µmol/g
paidarticles-rsc-d2se01,Remarkable solar thermochemical CO2 splitting performances based on Ce- and Al-doped SrMnO3 perovskites,Sustainable Energy Fuels,https://doi.org/10.1039/D2SE01496C,,Sr0.6Ce0.4Mn0.2Al0.8O3,Sr0.6Ce0.4Mn0.2Al0.8O3,Sr,Ce,,0.6,0.4,,Mn,Al,,0.2,0.8,,,,,,,,,,,,,,
paidarticles-rsc-d2se01,Remarkable solar thermochemical CO2 splitting performances based on Ce- and Al-doped SrMnO3 perovskites,Sustainable Energy Fuels,https://doi.org/10.1039/D2SE01496C,,Sr0.6Ce0.4Mn0.4Al0.6O3,Sr0.6Ce0.4Mn0.4Al0.6O3,Sr,Ce,,0.6,0.4,,Mn,Al,,0.4,0.6,,,,,,,,,,,,,,
paidarticles-rsc-d2se01,Remarkable solar thermochemical CO2 splitting performances based on Ce- and Al-doped SrMnO3 perovskites,Sustainable Energy Fuels,https://doi.org/10.1039/D2SE01496C,,Sr0.6Ce0.4Mn0.62Al0.42O3,Sr0.6Ce0.4Mn0.6Al0.4O3,Sr,Ce,,0.6,0.4,,Mn,Al,,0.6,0.4,,,,,,,,,,,,,,
paidarticles-rsc-d2se01,Remarkable solar thermochemical CO2 splitting performances based on Ce- and Al-doped SrMnO3 perovskites,Sustainable Energy Fuels,https://doi.org/10.1039/D2SE01496C,,Sr0.6Ce0.4Mn0.8Al0.2O3,Sr0.6Ce0.4Mn0.8Al0.2O3,Sr,Ce,,0.6,0.4,,Mn,Al,,0.8,0.2,,,,,,,,,,,,,,
paidarticles-rsc-d2qi01,Coupling of the water-splitting mechanism and doping-mixture method to design a novel Cr-perovskite for rapid and efficient solar thermochemical H2 production,Inorganic Chemistry Frontiers,https://doi.org/10.1039/D2QI01235A,page8,BaCe0.25Mn0.75O3,BaCe0.25Mn0.75O3,Ba,,,1,,,Ce,Mn,,0.25,0.75,,,1000, C,1400, C,,,H2,191.9,µmol/g,,,
paidarticles-rsc-d2qi01,Coupling of the water-splitting mechanism and doping-mixture method to design a novel Cr-perovskite for rapid and efficient solar thermochemical H2 production,Inorganic Chemistry Frontiers,https://doi.org/10.1039/D2QI01235A,page8,CaTi0.5Mn0.5Cr0.1O3,CaTi0.5Mn0.5O3,Ca,,,1,,,Ti,Mn,,0.5,0.5,,,1150, C,1350, C,,,H2,446.4,µmol/g,,,
paidarticles-rsc-d2qi01,Coupling of the water-splitting mechanism and doping-mixture method to design a novel Cr-perovskite for rapid and efficient solar thermochemical H2 production,Inorganic Chemistry Frontiers,https://doi.org/10.1039/D2QI01235A,page8,La0.6Ca0.4Mn0.8Ga0.2O3,La0.6Ca0.4Mn0.8Ga0.2O3,La,Ca,,0.6,0.4,,Mn,Ga,,0.8,0.2,,,900, C,1300, C,,,H2,401,µmol/g,,,
paidarticles-rsc-d2qi01,Coupling of the water-splitting mechanism and doping-mixture method to design a novel Cr-perovskite for rapid and efficient solar thermochemical H2 production,Inorganic Chemistry Frontiers,https://doi.org/10.1039/D2QI01235A,page8,La0.6Ca0.4MnO3,La0.6Ca0.4MnO3,La,Ca,,0.6,0.4,,Mn,,,1,,,,900, C,1300, C,,,H2,314,µmol/g,,,
paidarticles-rsc-d2qi01,Coupling of the water-splitting mechanism and doping-mixture method to design a novel Cr-perovskite for rapid and efficient solar thermochemical H2 production,Inorganic Chemistry Frontiers,https://doi.org/10.1039/D2QI01235A,page8,La0.6Sr0.4MnO3,La0.6Sr0.4MnO3,La,Sr,,0.6,0.4,,Mn,,,1,,,,800, C,1400, C,,,H2,397.3,µmol/g,,,
paidarticles-rsc-d2qi01,Coupling of the water-splitting mechanism and doping-mixture method to design a novel Cr-perovskite for rapid and efficient solar thermochemical H2 production,Inorganic Chemistry Frontiers,https://doi.org/10.1039/D2QI01235A,page8,La0.7Sr0.3Mn0.9Cr0.1O3,La0.7Sr0.3Mn0.9Cr0.1O3,La,Sr,,0.7,0.3,,Mn,Cr,,0.9,0.1,,,1200, C,1300, C,,,H2,290.1,µmol/g,,,
paidarticles-rsc-d2qi01,Coupling of the water-splitting mechanism and doping-mixture method to design a novel Cr-perovskite for rapid and efficient solar thermochemical H2 production,Inorganic Chemistry Frontiers,https://doi.org/10.1039/D2QI01235A,page8,LaFe0.8Co0.2O3,LaFe0.8Co0.2O3,La,,,1,,,Fe,Co,,0.8,0.2,,,1100, C,1350, C,,,H2,348.2,µmol/g,,,
paidarticles-rsc-d2qi01,Coupling of the water-splitting mechanism and doping-mixture method to design a novel Cr-perovskite for rapid and efficient solar thermochemical H2 production,Inorganic Chemistry Frontiers,https://doi.org/10.1039/D2QI01235A,page8,Sr0.7Ce0.3MnO3,Sr0.7Ce0.3MnO3,Sr,Ce,,0.7,0.3,,Mn,,,1,,,,1000, C,1400, C,,,H2,305,µmol/g,,,
paidarticles-rsc-d2qi01,Coupling of the water-splitting mechanism and doping-mixture method to design a novel Cr-perovskite for rapid and efficient solar thermochemical H2 production,Inorganic Chemistry Frontiers,https://doi.org/10.1039/D2QI01235A,page8,SrTi0.5Mn0.5O3,SrTi0.5Mn0.5O3,Sr,,,1,,,Ti,Mn,,0.5,0.5,,,1100, C,1400, C,,,H2,370.5,µmol/g,,,
paidarticles-rsc-d2qi01,Coupling of the water-splitting mechanism and doping-mixture method to design a novel Cr-perovskite for rapid and efficient solar thermochemical H2 production,Inorganic Chemistry Frontiers,https://doi.org/10.1039/D2QI01235A,,YCr0.6Zr0.4O3,YCr0.6Zr0.4O3,Y,,,1,,,Cr,Zr,,0.6,0.4,,,,,,,,,,,,,,
paidarticles-rsc-d2qi01,Coupling of the water-splitting mechanism and doping-mixture method to design a novel Cr-perovskite for rapid and efficient solar thermochemical H2 production,Inorganic Chemistry Frontiers,https://doi.org/10.1039/D2QI01235A,,YCr0.75Fe0.25O3,YCr0.75Fe0.25O3,Y,,,1,,,Cr,Fe,,0.75,0.25,,,,,,,,,,,,,,
paidarticles-rsc-d2qi01,Coupling of the water-splitting mechanism and doping-mixture method to design a novel Cr-perovskite for rapid and efficient solar thermochemical H2 production,Inorganic Chemistry Frontiers,https://doi.org/10.1039/D2QI01235A,,YCr0.75Zr0.25O3,YCr0.75Zr0.25O3,Y,,,1,,,Cr,Zr,,0.75,0.25,,,,,,,,,,,,,,
paidarticles-rsc-d2qi01,Coupling of the water-splitting mechanism and doping-mixture method to design a novel Cr-perovskite for rapid and efficient solar thermochemical H2 production,Inorganic Chemistry Frontiers,https://doi.org/10.1039/D2QI01235A,,YCr0.9Zr0.1O3,YCr0.9Zr0.1O3,Y,,,1,,,Cr,Zr,,0.9,0.1,,,,,,,,,,,,,,
paidarticles-rsc-d2qi01,Coupling of the water-splitting mechanism and doping-mixture method to design a novel Cr-perovskite for rapid and efficient solar thermochemical H2 production,Inorganic Chemistry Frontiers,https://doi.org/10.1039/D2QI01235A,page8,YCZ25-25wt%CeO2,YCZ25-25wt%CeO2,,,,,,,,,,,,,,1300, C,1400, C,,,H2,449.8,µmol/g,,,
paidarticles-rsc-d0se00,High performance cork-templated ceria for solar thermochemical hydrogen production via two-step water-splitting cycles,Sustainable Energy & Fuels,https://doi.org/10.1039/D0SE00318B,page7,Ce0.75Zr0.25O2,Ce0.75Zr0.25O2,,,,,,,,,,,,,,1045, C,1450, C,,TGA,H2,5.4,ml/g,,,
paidarticles-rsc-d0se00,High performance cork-templated ceria for solar thermochemical hydrogen production via two-step water-splitting cycles,Sustainable Energy & Fuels,https://doi.org/10.1039/D0SE00318B,page7,CeO2-Fe2O3,CeO2-Fe2O3,,,,,,,,,,,,,,1000, C,1400, C,,IR-heating,H2,2.26,ml/g,,,
paidarticles-rsc-d0se00,High performance cork-templated ceria for solar thermochemical hydrogen production via two-step water-splitting cycles,Sustainable Energy & Fuels,https://doi.org/10.1039/D0SE00318B,page7,CeO2-xFe2O3 (Ce:Fe = 8.9:1.1),CeO2-xFe2O3 (Ce:Fe = 8.9:1.1),,,,,,,,,,,,,,1000, C,1400, C,,IR-image heating,H2,1.9,ml/g,,,
paidarticles-rsc-d0se00,High performance cork-templated ceria for solar thermochemical hydrogen production via two-step water-splitting cycles,Sustainable Energy & Fuels,https://doi.org/10.1039/D0SE00318B,page7,CeO2,CeO2,,,,,,,,,,,,,,1050, C,1400, C,,TGA,H2,2.6,ml/g,,,
paidarticles-rsc-d0se00,High performance cork-templated ceria for solar thermochemical hydrogen production via two-step water-splitting cycles,Sustainable Energy & Fuels,https://doi.org/10.1039/D0SE00318B,page7,CeO2,CeO2,,,,,,,,,,,,,,1000, C,1400, C,,IR-heating,H2,0.33,ml/g,,,
